GameId	Region	GameTitle	URL	Eboot	Icon0	ParamSfo	Pic1	Snd0	Have
NPEB00286	EU	My Aquarium		dev_hdd0/game/NPEB00286/USRDIR/EBOOT.BIN	dev_hdd0/game/NPEB00286/ICON0.PNG	dev_hdd0/game/NPEB00286/USRDIR/PARAM.SFO	dev_hdd0/game/NPEB00286/PIC1.PNG	dev_hdd0/game/NPEB00286/USRDIR/SND0.AT3	0
NPEB00287	EU	3D Ultra Minigolf Adventures 2		dev_hdd0/game/NPEB00287/USRDIR/EBOOT.BIN	dev_hdd0/game/NPEB00287/ICON0.PNG	dev_hdd0/game/NPEB00287/USRDIR/PARAM.SFO	dev_hdd0/game/NPEB00287/PIC1.PNG	dev_hdd0/game/NPEB00287/USRDIR/SND0.AT3	0
NPEB00289	EU	Dungeon Hunter Alliance	http://zeus.dl.playstation.net/cdn/EP2006/NPEB00289_00/bsrFhldWkRHKTACuIVYKrNFxhYjbMUtTcVNNQaqLFUgsYSCKEvzmssjcBceVrBaz.pkg	dev_hdd0/game/NPEB00289/USRDIR/EBOOT.BIN	dev_hdd0/game/NPEB00289/ICON0.PNG	dev_hdd0/game/NPEB00289/USRDIR/PARAM.SFO	dev_hdd0/game/NPEB00289/PIC1.PNG	dev_hdd0/game/NPEB00289/USRDIR/SND0.AT3	0
NPUB30230	US	Worms 2: Armageddon	http://zeus.dl.playstation.net/cdn/UP4064/NPUB30230_00/uRoFfognVaOEaBF0kwFOtaYV9ruyLP2KQDsC9kV0wWOiKo6DBeBhNaB7XvPpDr1L4VQ0ygJCrU45j5FnIyOpODurj0cNUpYsP1g37.pkg	dev_hdd0/game/NPUB30230/USRDIR/EBOOT.BIN	dev_hdd0/game/NPUB30230/ICON0.PNG	dev_hdd0/game/NPUB30230/USRDIR/PARAM.SFO	dev_hdd0/game/NPUB30230/PIC1.PNG	dev_hdd0/game/NPUB30230/USRDIR/SND0.AT3	0
NPUB30292	US	DeathSpank: Thongs of Virtue	http://zeus.dl.playstation.net/cdn/UP0006/NPUB30292_00/IrJPnkEhRIuBhAsVFuwchlw5Nfp5WEP31mq0i4gTnaFM1HX5M7fxI0Oc0d2rgAh8kDmRpDP0plHIhFBpQTU957puuxRRQWyR4KCMc.pkg	dev_hdd0/game/NPUB3029/USRDIR/EBOOT.BIN	dev_hdd0/game/NPUB3029/ICON0.PNG	dev_hdd0/game/NPUB3029/USRDIR/PARAM.SFO	dev_hdd0/game/NPUB3029/PIC1.PNG	dev_hdd0/game/NPUB3029/USRDIR/SND0.AT3	0
NPEB00293	EU	Castle Crashers	http://zeus.dl.playstation.net/cdn/EP2015/NPEB00293_00/Vl1lsykuYQvJ0S8fjOiVWI0ufC3KGJq7kcXIFqeY6i5r0KfPhdkRfE0tGETbawXh.pkg	dev_hdd0/game/NPEB00293/USRDIR/EBOOT.BIN	dev_hdd0/game/NPEB00293/ICON0.PNG	dev_hdd0/game/NPEB00293/USRDIR/PARAM.SFO	dev_hdd0/game/NPEB00293/PIC1.PNG	dev_hdd0/game/NPEB00293/USRDIR/SND0.AT3	0
NPEB00299	EU	Rush'n Attack Ex Patriot	http://ares.dl.playstation.net/cdn/EP0101/NPEB00299_00/ykqpoobqOfvIeXvPPmBciClOgElzUBoXqZuWwqUVGCDZwcVJpWIpJQhUTnejSoEw.pkg	dev_hdd0/game/NPEB00299/USRDIR/EBOOT.BIN	dev_hdd0/game/NPEB00299/ICON0.PNG	dev_hdd0/game/NPEB00299/USRDIR/PARAM.SFO	dev_hdd0/game/NPEB00299/PIC1.PNG	dev_hdd0/game/NPEB00299/USRDIR/SND0.AT3	0
NPEB00300	EU	Red Fraction: Battlegrounds	http://zeus.dl.playstation.net/cdn/EP1005/NPEB00300_00/sWuDqYspNCwdjOJTxeOxWDKEokTRwSsMHmZVunwCqezyHuGxliykYSRJeWXJRyao.pkg	dev_hdd0/game/NPEB00300/USRDIR/EBOOT.BIN	dev_hdd0/game/NPEB00300/ICON0.PNG	dev_hdd0/game/NPEB00300/USRDIR/PARAM.SFO	dev_hdd0/game/NPEB00300/PIC1.PNG	dev_hdd0/game/NPEB00300/USRDIR/SND0.AT3	0
NPEB00301	EU	Spare Parts	http://zeus.dl.playstation.net/cdn/EP0006/NPEB00301_00/zmWUzxxsuVGhorQipWRlqHuFJOInKqvnBWAeyzLTVxCKwwWzppnUeqVPMwfflRXe.pkg	dev_hdd0/game/NPEB00301/USRDIR/EBOOT.BIN	dev_hdd0/game/NPEB00301/ICON0.PNG	dev_hdd0/game/NPEB00301/USRDIR/PARAM.SFO	dev_hdd0/game/NPEB00301/PIC1.PNG	dev_hdd0/game/NPEB00301/USRDIR/SND0.AT3	0
NPUB30242	US	Crazy Taxi	http://zeus.dl.playstation.net/cdn/UP0177/NPUB30242_00/o1cDhCVlKcHALxLh5SIb03qBIFUF8y2DwKCePWHOebiVIautrjtjhN4Sfw1LLiGYv6x1y1RgH2fI3xgqSnyxHU6Euksl8tN2El20v.pkg	dev_hdd0/game/NPUB3024/USRDIR/EBOOT.BIN	dev_hdd0/game/NPUB3024/ICON0.PNG	dev_hdd0/game/NPUB3024/USRDIR/PARAM.SFO	dev_hdd0/game/NPUB3024/PIC1.PNG	dev_hdd0/game/NPUB3024/USRDIR/SND0.AT3	0
NPEB00304	EU	Sonic Adventure	http://zeus.dl.playstation.net/cdn/EP0177/NPEB00304_00/1OxeecsS62Ym9PAWAAnNljOF93hwMHCGvf08HGDMmE5qX0H9nt5Y5Adru8QxDbS6.pkg	dev_hdd0/game/NPEB00304/USRDIR/EBOOT.BIN	dev_hdd0/game/NPEB00304/ICON0.PNG	dev_hdd0/game/NPEB00304/USRDIR/PARAM.SFO	dev_hdd0/game/NPEB00304/PIC1.PNG	dev_hdd0/game/NPEB00304/USRDIR/SND0.AT3	0
NPEB00305	EU	Armageddon Riders	http://zeus.dl.playstation.net/cdn/EP4287/NPEB00305_00/QHYhBPmoMoDAGLmTBgtDGvkidjmfofyGlPuBAUZyHmnKcNRKHuQsIaXBzhcuehMP.pkg	dev_hdd0/game/NPEB00305/USRDIR/EBOOT.BIN	dev_hdd0/game/NPEB00305/ICON0.PNG	dev_hdd0/game/NPEB00305/USRDIR/PARAM.SFO	dev_hdd0/game/NPEB00305/PIC1.PNG	dev_hdd0/game/NPEB00305/USRDIR/SND0.AT3	0
NPEB00306	EU	Explodemon	http://zeus.dl.playstation.net/cdn/EP4185/NPEB00306_00/xqXtbVZsBcIdCaEBBLRVTokbzcapEOkuPPyctPfolzceFVpHUeDhRPbuZCRTBMTF.pkg	dev_hdd0/game/NPEB00306/USRDIR/EBOOT.BIN	dev_hdd0/game/NPEB00306/ICON0.PNG	dev_hdd0/game/NPEB00306/USRDIR/PARAM.SFO	dev_hdd0/game/NPEB00306/PIC1.PNG	dev_hdd0/game/NPEB00306/USRDIR/SND0.AT3	0
NPEB00307	EU	StarDrone	http://zeus.dl.playstation.net/cdn/EP4101/NPEB00307_00/RcfEszaeKXcJsfrXHfCBWcpyBEIjnFOfxjsLYKUaOfGCMiQTpLEODYMtCSAccSfF.pkg	dev_hdd0/game/NPEB00307/USRDIR/EBOOT.BIN	dev_hdd0/game/NPEB00307/ICON0.PNG	dev_hdd0/game/NPEB00307/USRDIR/PARAM.SFO	dev_hdd0/game/NPEB00307/PIC1.PNG	dev_hdd0/game/NPEB00307/USRDIR/SND0.AT3	0
NPEB00309	EU	Dungeon Twister - Trial Version	http://zeus.dl.playstation.net/cdn/EP4181/NPEB00309_00/CxmEEpAkuLonJNvAxkTYmaLOmGcDfTvPvogfyCZoSxTpodonzjbkHyerAMjAOTGo.pkg	dev_hdd0/game/NPEB00309/USRDIR/EBOOT.BIN	dev_hdd0/game/NPEB00309/ICON0.PNG	dev_hdd0/game/NPEB00309/USRDIR/PARAM.SFO	dev_hdd0/game/NPEB00309/PIC1.PNG	dev_hdd0/game/NPEB00309/USRDIR/SND0.AT3	0
NPUB90425	US	Shank		dev_hdd0/game/NPUB90425/USRDIR/EBOOT.BIN	dev_hdd0/game/NPUB90425/ICON0.PNG	dev_hdd0/game/NPUB90425/USRDIR/PARAM.SFO	dev_hdd0/game/NPUB90425/PIC1.PNG	dev_hdd0/game/NPUB90425/USRDIR/SND0.AT3	0
NPEB00311	EU	Lara Croft and the Guardian of Light	http://zeus.dl.playstation.net/cdn/EP0082/NPEB00311_00/QB2Kxfprg1Q7gnE2Lv57JOJmyEBQ3CsKC9v02Mvv4L28RnH8P79ThKVGemPM3M0n.pkg	dev_hdd0/game/NPEB00311/USRDIR/EBOOT.BIN	dev_hdd0/game/NPEB00311/ICON0.PNG	dev_hdd0/game/NPEB00311/USRDIR/PARAM.SFO	dev_hdd0/game/NPEB00311/PIC1.PNG	dev_hdd0/game/NPEB00311/USRDIR/SND0.AT3	0
NPEB00315	EU	Pac-Man Champion Edition DX	http://ares.dl.playstation.net/cdn/EP0700/NPEB00315_00/FnYDwdsDjkksEckUWJVMFYzzYsYPaeeMwMIqlYFpkCznZJqhhZzVDrTCVynhigGz.pkg	dev_hdd0/game/NPEB00315/USRDIR/EBOOT.BIN	dev_hdd0/game/NPEB00315/ICON0.PNG	dev_hdd0/game/NPEB00315/USRDIR/PARAM.SFO	dev_hdd0/game/NPEB00315/PIC1.PNG	dev_hdd0/game/NPEB00315/USRDIR/SND0.AT3	0
NPEB00318	EU	Dead Space: Extraction	http://ares.dl.playstation.net/cdn/EP0006/NPEB00318_00/nNawVlCaLLILQGMJpmeKDacLeeWQWDFVUZqMioTkDkDBcSbazOeKFEepftIVHgzt.pkg	dev_hdd0/game/NPEB00318/USRDIR/EBOOT.BIN	dev_hdd0/game/NPEB00318/ICON0.PNG	dev_hdd0/game/NPEB00318/USRDIR/PARAM.SFO	dev_hdd0/game/NPEB00318/PIC1.PNG	dev_hdd0/game/NPEB00318/USRDIR/SND0.AT3	0
NPEB00326	EU	Joe Danger	http://ares.dl.playstation.net/cdn/EP2034/NPEB00326_00/VI8PUcQnRFngsYiADPyfGE4hEfIg8BivmbJhO47w5siYlnQm9997WYf0SOCyj4he.pkg	dev_hdd0/game/NPEB00326/USRDIR/EBOOT.BIN	dev_hdd0/game/NPEB00326/ICON0.PNG	dev_hdd0/game/NPEB00326/USRDIR/PARAM.SFO	dev_hdd0/game/NPEB00326/PIC1.PNG	dev_hdd0/game/NPEB00326/USRDIR/SND0.AT3	0
NPEB00327	EU	Medal of Honor: Frontline	http://zeus.dl.playstation.net/cdn/EP0006/NPEB00327_00/gjrpPzHupwpkGPByfhhIplBqMQFTszSRYHWevkWxqKVhKaXIESyzJHFYWedPVTju.pkg	dev_hdd0/game/NPEB00327/USRDIR/EBOOT.BIN	dev_hdd0/game/NPEB00327/ICON0.PNG	dev_hdd0/game/NPEB00327/USRDIR/PARAM.SFO	dev_hdd0/game/NPEB00327/PIC1.PNG	dev_hdd0/game/NPEB00327/USRDIR/SND0.AT3	0
NPEB00328	EU	Faery: Legends of Avalon	http://ares.dl.playstation.net/cdn/EP4133/NPEB00328_00/KYIjsRMbtewEwZfAhYDMXLXrXVSLmPFhZNqbRFcBzoNSCGlBnBwzMOWctYWWXdTS.pkg	dev_hdd0/game/NPEB00328/USRDIR/EBOOT.BIN	dev_hdd0/game/NPEB00328/ICON0.PNG	dev_hdd0/game/NPEB00328/USRDIR/PARAM.SFO	dev_hdd0/game/NPEB00328/PIC1.PNG	dev_hdd0/game/NPEB00328/USRDIR/SND0.AT3	0
NPEB00329	EU	Flight Control HD	http://zeus.dl.playstation.net/cdn/EP4089/NPEB00329_00/k3fPBSWklEAjshSketdlN8otahUjpPoBvSfsEH4I80fX82HY0ENtCQESXyN72dAA.pkg	dev_hdd0/game/NPEB00329/USRDIR/EBOOT.BIN	dev_hdd0/game/NPEB00329/ICON0.PNG	dev_hdd0/game/NPEB00329/USRDIR/PARAM.SFO	dev_hdd0/game/NPEB00329/PIC1.PNG	dev_hdd0/game/NPEB00329/USRDIR/SND0.AT3	0
NPUB30096	US	Hard Corps: Uprising	http://ares.dl.playstation.net/cdn/UP0101/NPUB30096_00/wWvCPVqgTcfMwsWMAHnqTlwfAeoXKWsDBCdLBLdwWqJXaxuNCFXEUxhTdjCFbknFXftihcaIOipaKzgJciYWOjsUfKMycjDATPafB.pkg	dev_hdd0/game/NPUB30096/USRDIR/EBOOT.BIN	dev_hdd0/game/NPUB30096/ICON0.PNG	dev_hdd0/game/NPUB30096/USRDIR/PARAM.SFO	dev_hdd0/game/NPUB30096/PIC1.PNG	dev_hdd0/game/NPUB30096/USRDIR/SND0.AT3	0
NPEB00331	EU	Kung-Fu Live		dev_hdd0/game/NPEB00331/USRDIR/EBOOT.BIN	dev_hdd0/game/NPEB00331/ICON0.PNG	dev_hdd0/game/NPEB00331/USRDIR/PARAM.SFO	dev_hdd0/game/NPEB00331/PIC1.PNG	dev_hdd0/game/NPEB00331/USRDIR/SND0.AT3	0
NPEB00333	EU	Galaga Legions DX	http://zeus.dl.playstation.net/cdn/EP0700/NPEB00333_00/XbLduRxuTQgzLGVQWzBKqgpCaeLQLvESPTslxfcLqNpblqeMTUbXbgWfwPPwNVtH.pkg	dev_hdd0/game/NPEB00333/USRDIR/EBOOT.BIN	dev_hdd0/game/NPEB00333/ICON0.PNG	dev_hdd0/game/NPEB00333/USRDIR/PARAM.SFO	dev_hdd0/game/NPEB00333/PIC1.PNG	dev_hdd0/game/NPEB00333/USRDIR/SND0.AT3	0
NPEB00335	EU	Kung-Fu Live	http://zeus.dl.playstation.net/cdn/EP4301/NPEB00335_00/CBBZnVeSzuzZbwvAWicCEXNNtwZRruBPWrlIIXjrAoXUiSfbLHFrWvpdmKxExZZG.pkg	dev_hdd0/game/NPEB00335/USRDIR/EBOOT.BIN	dev_hdd0/game/NPEB00335/ICON0.PNG	dev_hdd0/game/NPEB00335/USRDIR/PARAM.SFO	dev_hdd0/game/NPEB00335/PIC1.PNG	dev_hdd0/game/NPEB00335/USRDIR/SND0.AT3	0
NPUB30333	US	MicroBot	http://zeus.dl.playstation.net/cdn/UP0006/NPUB30333_00/lySuCSkjcZJjmOjPJJiZgesUAmGlMVZtgOyAzTmDdgZcwUwkPddQsMljotNsDFyHezxeSTRNOJkDqYtZEzXLARvHrBWvoiVUCrFJF.pkg	dev_hdd0/game/NPUB30333/USRDIR/EBOOT.BIN	dev_hdd0/game/NPUB30333/ICON0.PNG	dev_hdd0/game/NPUB30333/USRDIR/PARAM.SFO	dev_hdd0/game/NPUB30333/PIC1.PNG	dev_hdd0/game/NPUB30333/USRDIR/SND0.AT3	0
NPEB00337	EU	Crazy Machines Elements	http://zeus.dl.playstation.net/cdn/EP4165/NPEB00337_00/OXvaIlYnTRwyRdpzgqIRwHmwoKXchiQULLJsIRooQSTNiUMvNgTLdQnQkPjaIizx.pkg	dev_hdd0/game/NPEB00337/USRDIR/EBOOT.BIN	dev_hdd0/game/NPEB00337/ICON0.PNG	dev_hdd0/game/NPEB00337/USRDIR/PARAM.SFO	dev_hdd0/game/NPEB00337/PIC1.PNG	dev_hdd0/game/NPEB00337/USRDIR/SND0.AT3	0
NPEB00338	EU	Dead Space: Ignition	http://ares.dl.playstation.net/cdn/EP0006/NPEB00338_00/d8s8EqtkNhtxu0xFwBicQMbHH8qwAPNlt6LTe0EFnQHOT82yc02WRVtJBGyopdKUhvHM6IN2LK8ADtsfI7NSjABBerpmRTl5glVdI.pkg	dev_hdd0/game/NPEB00338/USRDIR/EBOOT.BIN	dev_hdd0/game/NPEB00338/ICON0.PNG	dev_hdd0/game/NPEB00338/USRDIR/PARAM.SFO	dev_hdd0/game/NPEB00338/PIC1.PNG	dev_hdd0/game/NPEB00338/USRDIR/SND0.AT3	0
NPEB00339	EU	The Fancy Pants Adventures	http://ares.dl.playstation.net/cdn/EP0006/NPEB00339_00/XZEHXtXKHUNQAatRvgoykQEekGofowsuEwIHfqAlfsnQLgqesLgeufthntGmpmYp.pkg	dev_hdd0/game/NPEB00339/USRDIR/EBOOT.BIN	dev_hdd0/game/NPEB00339/ICON0.PNG	dev_hdd0/game/NPEB00339/USRDIR/PARAM.SFO	dev_hdd0/game/NPEB00339/PIC1.PNG	dev_hdd0/game/NPEB00339/USRDIR/SND0.AT3	0
NPUB30312	US	Resident Evil 4 HD	http://zeus.dl.playstation.net/cdn/UP0102/NPUB30312_00/CSIkFNzjvhaZJlMYvXUkmAiNmAwVYNBPAGRYZeoMdRtCQdRLRmrKtgbalIWXBHvLMZXrsZmYbfMZvwBRUfopkgyPhyatgRrjYmWjk.pkg	dev_hdd0/game/NPUB3031/USRDIR/EBOOT.BIN	dev_hdd0/game/NPUB3031/ICON0.PNG	dev_hdd0/game/NPUB3031/USRDIR/PARAM.SFO	dev_hdd0/game/NPUB3031/PIC1.PNG	dev_hdd0/game/NPUB3031/USRDIR/SND0.AT3	0
NPEB00341	EU	Prince of Persia: The Sands of Time HD	http://zeus.dl.playstation.net/cdn/EP0001/NPEB00341_00/jtBm9CoEdadgg7BCVFKfl4WpJcrXEg1EXV6XrcSAEKkncSGgfw4lktDNBXyp7GXi.pkg	dev_hdd0/game/NPEB00341/USRDIR/EBOOT.BIN	dev_hdd0/game/NPEB00341/ICON0.PNG	dev_hdd0/game/NPEB00341/USRDIR/PARAM.SFO	dev_hdd0/game/NPEB00341/PIC1.PNG	dev_hdd0/game/NPEB00341/USRDIR/SND0.AT3	0
NPEB00347	EU	Dead Space: Extraction	http://zeus.dl.playstation.net/cdn/EP0006/NPEB00347_00/hrEfebFCpjXLDMxoZomTBVhbhUoIpTTvPgOrEdrdSWKitdtZNuCatBBKZfgKPiWV.pkg	dev_hdd0/game/NPEB00347/USRDIR/EBOOT.BIN	dev_hdd0/game/NPEB00347/ICON0.PNG	dev_hdd0/game/NPEB00347/USRDIR/PARAM.SFO	dev_hdd0/game/NPEB00347/PIC1.PNG	dev_hdd0/game/NPEB00347/USRDIR/SND0.AT3	0
NPEB00349	EU	Funky Lab Rat	http://ares.dl.playstation.net/cdn/EP4181/NPEB00349_00/TmKlrcMqIZPgDCSuXOBWvkKMiXNGunYsnRfvmYeFPoHUATGjgOAHUHNDfuzYdNYR.pkg	dev_hdd0/game/NPEB00349/USRDIR/EBOOT.BIN	dev_hdd0/game/NPEB00349/ICON0.PNG	dev_hdd0/game/NPEB00349/USRDIR/PARAM.SFO	dev_hdd0/game/NPEB00349/PIC1.PNG	dev_hdd0/game/NPEB00349/USRDIR/SND0.AT3	0
NPEB00352	EU	Quizball Goal	http://ares.dl.playstation.net/cdn/EP4331/NPEB00352_00/QBZbnUirUHvcJYaqnRSwACYYKCjnvvgAldurhqGEoUzWqFkepXHRubmwCskTDZkS.pkg	dev_hdd0/game/NPEB0035/USRDIR/EBOOT.BIN	dev_hdd0/game/NPEB0035/ICON0.PNG	dev_hdd0/game/NPEB0035/USRDIR/PARAM.SFO	dev_hdd0/game/NPEB0035/PIC1.PNG	dev_hdd0/game/NPEB0035/USRDIR/SND0.AT3	0
NPUB30352	US	SEGA Bass Fishing	http://zeus.dl.playstation.net/cdn/UP0177/NPUB30352_00/YPXEkIjzQaCIblYkJNfbFDqqNXlFbqdIdcxxHeYhwkxlkesYjsevDQENWWqqNZfYjGLKjHWxeMdQfZgKuOdNQWUCkMQcJMMLZboik.pkg	dev_hdd0/game/NPUB3035/USRDIR/EBOOT.BIN	dev_hdd0/game/NPUB3035/ICON0.PNG	dev_hdd0/game/NPUB3035/USRDIR/PARAM.SFO	dev_hdd0/game/NPUB3035/PIC1.PNG	dev_hdd0/game/NPUB3035/USRDIR/SND0.AT3	0
NPEB00365	EU	Blacklight: Tango Down	http://zeus.dl.playstation.net/cdn/EP4002/NPEB00365_00/cCPcHLdEQfmQu4U5TwRcflp3KLbVse8jPhdjcslo4dq0iVeH102wi6TKVKYNud3g.pkg	dev_hdd0/game/NPEB00365/USRDIR/EBOOT.BIN	dev_hdd0/game/NPEB00365/ICON0.PNG	dev_hdd0/game/NPEB00365/USRDIR/PARAM.SFO	dev_hdd0/game/NPEB00365/PIC1.PNG	dev_hdd0/game/NPEB00365/USRDIR/SND0.AT3	0
NPEB00366	EU	Tomb Raider: Underworld	http://zeus.dl.playstation.net/cdn/EP0776/NPEB00366_00/lF0Kx9cU4cP9I35jSfBKmj9X0JtNQl35Cye1A5AB37wrXOmkmttGF400vjN4oo0M.pkg	dev_hdd0/game/NPEB00366/USRDIR/EBOOT.BIN	dev_hdd0/game/NPEB00366/ICON0.PNG	dev_hdd0/game/NPEB00366/USRDIR/PARAM.SFO	dev_hdd0/game/NPEB00366/PIC1.PNG	dev_hdd0/game/NPEB00366/USRDIR/SND0.AT3	0
NPEB00367	EU	Magic: The Gathering - Duels of the Planeswalkers	http://ares.dl.playstation.net/cdn/EP2037/NPEB00367_00/DyTIwXxozXMfEnfcfAWWxDrEMUZVlfpzsSuQrohhMvmyIbYoWhvxbuVwrQQCLWKb.pkg	dev_hdd0/game/NPEB00367/USRDIR/EBOOT.BIN	dev_hdd0/game/NPEB00367/ICON0.PNG	dev_hdd0/game/NPEB00367/USRDIR/PARAM.SFO	dev_hdd0/game/NPEB00367/PIC1.PNG	dev_hdd0/game/NPEB00367/USRDIR/SND0.AT3	0
NPEB00368	EU	TableTop Cricket	http://zeus.dl.playstation.net/cdn/EP4249/NPEB00368_00/EP4249-NPEB00368_00-TTCRICKET0000001_bg_1_9fa583fc2fb422452a763c1451fd8bf7652717bb.pkg	dev_hdd0/game/NPEB00368/USRDIR/EBOOT.BIN	dev_hdd0/game/NPEB00368/ICON0.PNG	dev_hdd0/game/NPEB00368/USRDIR/PARAM.SFO	dev_hdd0/game/NPEB00368/PIC1.PNG	dev_hdd0/game/NPEB00368/USRDIR/SND0.AT3	0
NPEB00373	EU	Blokus	http://ares.dl.playstation.net/cdn/EP2006/NPEB00373_00/DQhRJEwLnyNrHlgKKknimaAfGgXkRESvpFhijWwZqXLcWCfVWYMOcEQHqlBIdPAh.pkg	dev_hdd0/game/NPEB00373/USRDIR/EBOOT.BIN	dev_hdd0/game/NPEB00373/ICON0.PNG	dev_hdd0/game/NPEB00373/USRDIR/PARAM.SFO	dev_hdd0/game/NPEB00373/PIC1.PNG	dev_hdd0/game/NPEB00373/USRDIR/SND0.AT3	0
NPUB30372	US	Chime Super Deluxe	http://zeus.dl.playstation.net/cdn/UP2007/NPUB30372_00/bLWhuwwobALmSDeNHCjMvFsiehiSWEHbavzrKoxLzlGmDrgOqyUtqkmHEylHjKJQkfEZovVEKIRgUqArfJWocrwlrVSsgdDmhWFCF.pkg	dev_hdd0/game/NPUB3037/USRDIR/EBOOT.BIN	dev_hdd0/game/NPUB3037/ICON0.PNG	dev_hdd0/game/NPUB3037/USRDIR/PARAM.SFO	dev_hdd0/game/NPUB3037/PIC1.PNG	dev_hdd0/game/NPUB3037/USRDIR/SND0.AT3	0
NPEB00377	EU	Hydrophobia Prophecy	http://zeus.dl.playstation.net/cdn/EP4068/NPEB00377_00/MszRJWElIvRceXVdkMmXVRvMAUkHTdsDoiBlcfUcCeFBImoGwzPiVrSGkMvVcRZj.pkg	dev_hdd0/game/NPEB00377/USRDIR/EBOOT.BIN	dev_hdd0/game/NPEB00377/ICON0.PNG	dev_hdd0/game/NPEB00377/USRDIR/PARAM.SFO	dev_hdd0/game/NPEB00377/PIC1.PNG	dev_hdd0/game/NPEB00377/USRDIR/SND0.AT3	0
NPEB00378	EU	Bang Bang Racing		dev_hdd0/game/NPEB00378/USRDIR/EBOOT.BIN	dev_hdd0/game/NPEB00378/ICON0.PNG	dev_hdd0/game/NPEB00378/USRDIR/PARAM.SFO	dev_hdd0/game/NPEB00378/PIC1.PNG	dev_hdd0/game/NPEB00378/USRDIR/SND0.AT3	0
NPUB30182	US	Marvel Pinball		dev_hdd0/game/NPUB3018/USRDIR/EBOOT.BIN	dev_hdd0/game/NPUB3018/ICON0.PNG	dev_hdd0/game/NPUB3018/USRDIR/PARAM.SFO	dev_hdd0/game/NPUB3018/PIC1.PNG	dev_hdd0/game/NPUB3018/USRDIR/SND0.AT3	0
NPEB00381	EU	SEGA Rally Online Arcade	http://zeus.dl.playstation.net/cdn/EP0177/NPEB00381_00/MxdQHKfSTimbiqZUoilKdPavpygafMEJEAsUjoPRCVtOnXYVkvunjwvxXEaTihEl.pkg	dev_hdd0/game/NPEB00381/USRDIR/EBOOT.BIN	dev_hdd0/game/NPEB00381/ICON0.PNG	dev_hdd0/game/NPEB00381/USRDIR/PARAM.SFO	dev_hdd0/game/NPEB00381/PIC1.PNG	dev_hdd0/game/NPEB00381/USRDIR/SND0.AT3	0
NPEB00384	EU	Ghostbusters: Sanctum of Slime	http://ares.dl.playstation.net/cdn/EP0182/NPEB00384_00/sEDLtzVxzUkSbYZpGdnbSCNajIreuqrLDPIyloUNQvkzdPwqBIaCjRWRHqcGKzOh.pkg	dev_hdd0/game/NPEB00384/USRDIR/EBOOT.BIN	dev_hdd0/game/NPEB00384/ICON0.PNG	dev_hdd0/game/NPEB00384/USRDIR/PARAM.SFO	dev_hdd0/game/NPEB00384/PIC1.PNG	dev_hdd0/game/NPEB00384/USRDIR/SND0.AT3	0
NPEB00385	EU	Dungeons & Dragons: Daggerdale	http://zeus.dl.playstation.net/cdn/EP0182/NPEB00385_00/FJUCpyumOjJDeRNydiqsKoEFKdIqeQSlEHiipTTPjdsKtCCyhoddGXMiTRmOVnqP.pkg	dev_hdd0/game/NPEB00385/USRDIR/EBOOT.BIN	dev_hdd0/game/NPEB00385/ICON0.PNG	dev_hdd0/game/NPEB00385/USRDIR/PARAM.SFO	dev_hdd0/game/NPEB00385/PIC1.PNG	dev_hdd0/game/NPEB00385/USRDIR/SND0.AT3	0
NPEB00386	EU	Section 8: Prejudice	http://zeus.dl.playstation.net/cdn/EP2024/NPEB00386_00/dcSCWjQgXAFEHKtpayCXVXYshwUzHscrJeqDfLwFYRlmvDBnQkfskbEBRcHWJTRA.pkg	dev_hdd0/game/NPEB00386/USRDIR/EBOOT.BIN	dev_hdd0/game/NPEB00386/ICON0.PNG	dev_hdd0/game/NPEB00386/USRDIR/PARAM.SFO	dev_hdd0/game/NPEB00386/PIC1.PNG	dev_hdd0/game/NPEB00386/USRDIR/SND0.AT3	0
NPEB00388	EU	Tales from Space: About a Blob	http://ares.dl.playstation.net/cdn/EP2145/NPEB00388_00/wpEPuUmRRmRIrcGwSmOhYaeYPNnvhuXfXOOGDegRLoOvRdIbvtxxRknTUaaWVFgP.pkg	dev_hdd0/game/NPEB00388/USRDIR/EBOOT.BIN	dev_hdd0/game/NPEB00388/ICON0.PNG	dev_hdd0/game/NPEB00388/USRDIR/PARAM.SFO	dev_hdd0/game/NPEB00388/PIC1.PNG	dev_hdd0/game/NPEB00388/USRDIR/SND0.AT3	0
NPEB00390	EU	Prince of Persia - Two Thrones	http://zeus.dl.playstation.net/cdn/EP0001/NPEB00390_00/wPCTGhxLiUqOQquVEdSRiotavoHTbItGoHXHaGJzqcpWOmQrmYmDGFsFCSsndeXR.pkg	dev_hdd0/game/NPEB00390/USRDIR/EBOOT.BIN	dev_hdd0/game/NPEB00390/ICON0.PNG	dev_hdd0/game/NPEB00390/USRDIR/PARAM.SFO	dev_hdd0/game/NPEB00390/PIC1.PNG	dev_hdd0/game/NPEB00390/USRDIR/SND0.AT3	0
