game_name,id,type,region,languages,title,year,month,day,rom_name
Toki to Eien Tokitowa (Japan) (JA),BLJS10181,PS3,NTSC-J,JA,Toki to Eien Tokitowa,2013,1,1,Toki to Eien Tokitowa (Japan) (JA).iso
Macross 30: Ginga o Tsunagu Utagoe (30th Anniversary Edition) (Japan) (JA),BLJS10182,PS3,NTSC-J,JA,Macross 30: Ginga o Tsunagu Utagoe (30th Anniversary Edition),2014,,,Macross 30: Ginga o Tsunagu Utagoe (30th Anniversary Edition) (Japan) (JA).iso
Macross 30: Ginga o Tsunagu Utagoe (Japan) (JA),BLJS10184,PS3,NTSC-J,JA,Macross 30: Ginga o Tsunagu Utagoe,2013,1,1,Macross 30: Ginga o Tsunagu Utagoe (Japan) (JA).iso
Ni no Kuni: Shiroki Seihai no Joou: All in One Edition (Japan) (JA),BLJS10185,PS3,NTSC-J,JA,Ni no Kuni: Shiroki Seihai no Joou: All in One Edition,2014,,,Ni no Kuni: Shiroki Seihai no Joou: All in One Edition (Japan) (JA).iso
Homefront (Spike Chunsoft the Best) (Japan) (JA),BLJS10186,PS3,NTSC-J,JA,Homefront (Spike Chunsoft the Best),2014,,,Homefront (Spike Chunsoft the Best) (Japan) (JA).iso
Tekken Tag Tournament 2 (Japan) (JA),BLJS10187,PS3,NTSC-J,JA,Tekken Tag Tournament 2,2012,,,Tekken Tag Tournament 2 (Japan) (JA).iso
Tales of Xillia 2 (Japan) (JA),BLJS10188,PS3,NTSC-J,JA,Tales of Xillia 2,2012,1,1,Tales of Xillia 2 (Japan) (JA).iso
BioShock (Japan) (JA),BLJS10189,PS3,NTSC-J,JA,BioShock,2014,,,BioShock (Japan) (JA).iso
Borderlands 2 (Japan) (JA),BLJS10190,PS3,NTSC-J,JA,Borderlands 2,2014,,,Borderlands 2 (Japan) (JA).iso
Kingdoms of Amalur: Reckoning (Japan) (JA),BLJS10191,PS3,NTSC-J,JA,Kingdoms of Amalur: Reckoning,2012,,,Kingdoms of Amalur: Reckoning (Japan) (JA).iso
Pachinko Hissatsu Shigotonin IV: Kyoraku Collection Vol. 2 (Japan) (JA),BLJS10192,PS3,NTSC-J,JA,Pachinko Hissatsu Shigotonin IV: Kyoraku Collection Vol. 2,2014,,,Pachinko Hissatsu Shigotonin IV: Kyoraku Collection Vol. 2 (Japan) (JA).iso
"Taiheiyou no Arashi: Senkan Yamato, Akatsuki ni Shutsugekisu (Deluxe Limited Edition) (Japan) (JA)",BLJS10193,PS3,NTSC-J,JA,"Taiheiyou no Arashi: Senkan Yamato, Akatsuki ni Shutsugekisu (Deluxe Limited Edition)",2014,,,"Taiheiyou no Arashi: Senkan Yamato, Akatsuki ni Shutsugekisu (Deluxe Limited Edition) (Japan) (JA).iso"
"Taiheiyou no Arashi: Senkan Yamato, Akatsuki ni Shutsugekisu (Japan) (JA)",BLJS10194,PS3,NTSC-J,JA,"Taiheiyou no Arashi: Senkan Yamato, Akatsuki ni Shutsugekisu",2014,,,"Taiheiyou no Arashi: Senkan Yamato, Akatsuki ni Shutsugekisu (Japan) (JA).iso"
Z/X: Zekkai no Crusade (Japan) (JA),BLJS10195,PS3,NTSC-J,JA,Z/X: Zekkai no Crusade,2014,,,Z/X: Zekkai no Crusade (Japan) (JA).iso
NBA 2K13 (Japan) (JA),BLJS10196,PS3,NTSC-J,JA,NBA 2K13,2014,,,NBA 2K13 (Japan) (JA).iso
Gundam Breaker (Japan) (JA),BLJS10197,PS3,NTSC-J,JA,Gundam Breaker,2014,,,Gundam Breaker (Japan) (JA).iso
Darksiders II (Japan) (JA),BLJS10199,PS3,NTSC-J,JA,Darksiders II,2014,,,Darksiders II (Japan) (JA).iso
Naruto Shippuuden: Narutimate Storm 3 (Japan) (JA),BLJS10200,PS3,NTSC-J,JA,Naruto Shippuuden: Narutimate Storm 3,2013,1,1,Naruto Shippuuden: Narutimate Storm 3 (Japan) (JA).iso
Kamisama to Unmei Kakumei no Paradox (Limited Edition) (Japan) (JA),BLJS10201,PS3,NTSC-J,JA,Kamisama to Unmei Kakumei no Paradox (Limited Edition),2013,1,24,Kamisama to Unmei Kakumei no Paradox (Limited Edition) (Japan) (JA).iso
Kami-sama to Unmei Kakumei no Paradox (Japan) (JA),BLJS10202,PS3,NTSC-J,JA,Kami-sama to Unmei Kakumei no Paradox,2013,1,24,Kami-sama to Unmei Kakumei no Paradox (Japan) (JA).iso
Dream C Club: Complete Edipyon! (Japan) (JA),BLJS10203,PS3,NTSC-J,JA,Dream C Club: Complete Edipyon!,2012,,,Dream C Club: Complete Edipyon! (Japan) (JA).iso
Saints Row: The Third: The Full Package (Japan) (JA),BLJS10204,PS3,NTSC-J,JA,Saints Row: The Third: The Full Package,2014,,,Saints Row: The Third: The Full Package (Japan) (JA).iso
Disgaea D2 (Japan) (JA),BLJS10206,PS3,NTSC-J,JA,Disgaea D2,2013,,,Disgaea D2 (Japan) (JA).iso
BioShock Infinite (Japan) (JA),BLJS10207,PS3,NTSC-J,JA,BioShock Infinite,2014,,,BioShock Infinite (Japan) (JA).iso
Dream C Club Zero: Special Edipyon! (Japan) (JA),BLJS10208,PS3,NTSC-J,JA,Dream C Club Zero: Special Edipyon!,2014,,,Dream C Club Zero: Special Edipyon! (Japan) (JA).iso
Chikyuu Boueigun 4 (Japan) (JA),BLJS10209,PS3,NTSC-J,JA,Chikyuu Boueigun 4,2013,,,Chikyuu Boueigun 4 (Japan) (JA).iso
Daisenryaku: Dai Toua Kouboushi - Tora Tora Tora Ware Kishuu Ni Seikou Seri (Deluxe Limited Edition) (Japan) (JA),BLJS10210,PS3,NTSC-J,JA,Daisenryaku: Dai Toua Kouboushi - Tora Tora Tora Ware Kishuu Ni Seikou Seri (Deluxe Limited Edition),2014,,,Daisenryaku: Dai Toua Kouboushi - Tora Tora Tora Ware Kishuu Ni Seikou Seri (Deluxe Limited Edition) (Japan) (JA).iso
Daisenryaku: Dai Toua Kouboushi - Tora Tora Tora Ware Kishuu Ni Seikou Seri (Japan) (JA),BLJS10211,PS3,NTSC-J,JA,Daisenryaku: Dai Toua Kouboushi - Tora Tora Tora Ware Kishuu Ni Seikou Seri,2013,1,1,Daisenryaku: Dai Toua Kouboushi - Tora Tora Tora Ware Kishuu Ni Seikou Seri (Japan) (JA).iso
Daito Giken Koushiki Pachi-Slot Simulator Hihouden: Taiyou o Motomeru Monotachi (Japan) (JA),BLJS10212,PS3,NTSC-J,JA,Daito Giken Koushiki Pachi-Slot Simulator Hihouden: Taiyou o Motomeru Monotachi,2013,1,1,Daito Giken Koushiki Pachi-Slot Simulator Hihouden: Taiyou o Motomeru Monotachi (Japan) (JA).iso
Lollipop Chainsaw (Valentine Edition) (Japan) (JA),BLJS10213,PS3,NTSC-J,JA,Lollipop Chainsaw (Valentine Edition),2015,,,Lollipop Chainsaw (Valentine Edition) (Japan) (JA).iso
Killer Is Dead (Japan) (JA),BLJS10215,PS3,NTSC-J,JA,Killer Is Dead,2014,,,Killer Is Dead (Japan) (JA).iso
JoJo no Kimyou na Bouken: All Star Battle (Japan) (JA),BLJS10216,PS3,NTSC-J,JA,JoJo no Kimyou na Bouken: All Star Battle,2014,1,1,JoJo no Kimyou na Bouken: All Star Battle (Japan) (JA).iso
Jojo no Kimyou na Bouken: All-Star Battle (Japan) (JA),BLJS10217,PS3,NTSC-J,JA,Jojo no Kimyou na Bouken: All-Star Battle,2012,1,1,Jojo no Kimyou na Bouken: All-Star Battle (Japan) (JA).iso
Metro: Last Light (Japan) (JA),BLJS10218,PS3,NTSC-J,JA,Metro: Last Light,2014,,,Metro: Last Light (Japan) (JA).iso
Kamen Rider: Battride War (Premium TV Sound Edition) (Japan) (JA),BLJS10219,PS3,NTSC-J,JA,Kamen Rider: Battride War (Premium TV Sound Edition),2014,1,1,Kamen Rider: Battride War (Premium TV Sound Edition) (Japan) (JA).iso
Kamen Rider: Battride War (Japan) (JA),BLJS10220,PS3,NTSC-J,JA,Kamen Rider: Battride War,2014,,,Kamen Rider: Battride War (Japan) (JA).iso
Oneechanbara Z: Kagura with NoNoNo! (Japan) (JA),BLJS10221,PS3,NTSC-J,JA,Oneechanbara Z: Kagura with NoNoNo!,2013,,,Oneechanbara Z: Kagura with NoNoNo! (Japan) (JA).iso
Terraria (Japan) (JA),BLJS10222,PS3,NTSC-J,JA,Terraria,2014,,,Terraria (Japan) (JA).iso
Super Robot Taisen OG Saga: Masoukishin III: Pride of Justice (Japan) (JA),BLJS10223,PS3,NTSC-J,JA,Super Robot Taisen OG Saga: Masoukishin III: Pride of Justice,2013,1,1,Super Robot Taisen OG Saga: Masoukishin III: Pride of Justice (Japan) (JA).iso
Arcadias no Ikusa-hime (Japan) (JA),BLJS10224,PS3,NTSC-J,JA,Arcadias no Ikusa-hime,2013,1,1,Arcadias no Ikusa-hime (Japan) (JA).iso
BlazBlue: Chronophantasma (Japan) (JA),BLJS10225,PS3,NTSC-J,JA,BlazBlue: Chronophantasma,2014,,,BlazBlue: Chronophantasma (Japan) (JA).iso
BlazBlue: Chrono Phantasma (Japan) (JA),BLJS10226,PS3,NTSC-J,JA,BlazBlue: Chrono Phantasma,2013,1,1,BlazBlue: Chrono Phantasma (Japan) (JA).iso
XBlaze: Code:Embryo (Japan) (JA),BLJS10227,PS3,NTSC-J,JA,XBlaze: Code:Embryo,2014,,,XBlaze: Code:Embryo (Japan) (JA).iso
Sangoku Hime 2: Kouki Houkou - Mezameshi Taiga (Limited Edition) (Japan) (JA),BLJS10229,PS3,NTSC-J,JA,Sangoku Hime 2: Kouki Houkou - Mezameshi Taiga (Limited Edition),2014,,,Sangoku Hime 2: Kouki Houkou - Mezameshi Taiga (Limited Edition) (Japan) (JA).iso
Sangoku Hime 2: Kouki Houkou - Mezameshi Taiga (Japan) (JA),BLJS10230,PS3,NTSC-J,JA,Sangoku Hime 2: Kouki Houkou - Mezameshi Taiga,2014,,,Sangoku Hime 2: Kouki Houkou - Mezameshi Taiga (Japan) (JA).iso
Tales of Symphonia Unisonant Pack (Japan) (JA),BLJS10231,PS3,NTSC-J,JA,Tales of Symphonia Unisonant Pack,2013,1,1,Tales of Symphonia Unisonant Pack (Japan) (JA).iso
NBA 2K14 (Japan) (JA),BLJS10232,PS3,NTSC-J,JA,NBA 2K14,2013,,,NBA 2K14 (Japan) (JA).iso
Moe Moe Daisensou * Gendaiban++ (SystemSoft Selection) (Japan) (JA),BLJS10233,PS3,NTSC-J,JA,Moe Moe Daisensou * Gendaiban++ (SystemSoft Selection),2014,,,Moe Moe Daisensou * Gendaiban++ (SystemSoft Selection) (Japan) (JA).iso
Dragon Ball Z: Battle of Z (Japan) (JA),BLJS10234,PS3,NTSC-J,JA,Dragon Ball Z: Battle of Z,2014,,,Dragon Ball Z: Battle of Z (Japan) (JA).iso
Saint Seiya: Brave Soldiers (Japan) (JA),BLJS10236,PS3,NTSC-J,JA,Saint Seiya: Brave Soldiers,2013,,,Saint Seiya: Brave Soldiers (Japan) (JA).iso
Ore no Imouto ga Konnani Kawaii Wake ga Nai. Happy End (HD Comp! Box) (Japan) (JA),BLJS10237,PS3,NTSC-J,JA,Ore no Imouto ga Konnani Kawaii Wake ga Nai. Happy End (HD Comp! Box),2014,,,Ore no Imouto ga Konnani Kawaii Wake ga Nai. Happy End (HD Comp! Box) (Japan) (JA).iso
Ore no Imouto ga Konnani Kawaii Wake ga Nai. Happy End (Japan) (JA),BLJS10238,PS3,NTSC-J,JA,Ore no Imouto ga Konnani Kawaii Wake ga Nai. Happy End,2013,1,1,Ore no Imouto ga Konnani Kawaii Wake ga Nai. Happy End (Japan) (JA).iso
AKB1/149: Love Election (Limited Edition) (Japan) (JA),BLJS10240,PS3,NTSC-J,JA,AKB1/149: Love Election (Limited Edition),2014,1,1,AKB1/149: Love Election (Limited Edition) (Japan) (JA).iso
AKB1/149: Love Election (Japan) (JA),BLJS10241,PS3,NTSC-J,JA,AKB1/149: Love Election,2013,1,1,AKB1/149: Love Election (Japan) (JA).iso
Shutsugeki!! Otometachi no Senjou 2: Yuukoku o Kakeru Koujo no Tsubasa (SystemSoft Selection) (Japan) (JA),BLJS10242,PS3,NTSC-J,JA,Shutsugeki!! Otometachi no Senjou 2: Yuukoku o Kakeru Koujo no Tsubasa (SystemSoft Selection),2014,,,Shutsugeki!! Otometachi no Senjou 2: Yuukoku o Kakeru Koujo no Tsubasa (SystemSoft Selection) (Japan) (JA).iso
Super Heroine Chronicle (Japan) (JA),BLJS10244,PS3,NTSC-J,JA,Super Heroine Chronicle,2014,2,6,Super Heroine Chronicle (Japan) (JA) (v01.01).iso
Sangoku Hime: Senkou no Taika - Akatsuki no Haryuu (SystemSoft Selection) (Japan) (JA),BLJS10245,PS3,NTSC-J,JA,Sangoku Hime: Senkou no Taika - Akatsuki no Haryuu (SystemSoft Selection),2015,,,Sangoku Hime: Senkou no Taika - Akatsuki no Haryuu (SystemSoft Selection) (Japan) (JA).iso
Saints Row IV: Ultra Super Ultimate Deluxe Edition (Japan) (JA),BLJS10246,PS3,NTSC-J,JA,Saints Row IV: Ultra Super Ultimate Deluxe Edition,2014,,,Saints Row IV: Ultra Super Ultimate Deluxe Edition (Japan) (JA).iso
Super Robot Taisen OG Infinite Battle & Super Robot Taisen OG Dark Prison (Limited Edition) (Japan) (JA),BLJS10247,PS3,NTSC-J,JA,Super Robot Taisen OG Infinite Battle & Super Robot Taisen OG Dark Prison (Limited Edition),2014,,,Super Robot Taisen OG Infinite Battle & Super Robot Taisen OG Dark Prison (Limited Edition) (Japan) (JA).iso
Super Robot Taisen OG Infinite Battle (Japan) (JA),BLJS10248,PS3,NTSC-J,JA,Super Robot Taisen OG Infinite Battle,2014,,,Super Robot Taisen OG Infinite Battle (Japan) (JA).iso
Kidou Senshi Gundam: Extreme Vs. Full Boost (Japan) (JA),BLJS10249,PS3,NTSC-J,JA,Kidou Senshi Gundam: Extreme Vs. Full Boost,2014,,,Kidou Senshi Gundam: Extreme Vs. Full Boost (Japan) (JA).iso
Kidou Senshi Gundam: Extreme VS Full Boost (Japan) (JA),BLJS10250,PS3,NTSC-J,JA,Kidou Senshi Gundam: Extreme VS Full Boost,2014,1,1,Kidou Senshi Gundam: Extreme VS Full Boost (Japan) (JA).iso
Borderlands 2 (Japan) (JA),BLJS10251,PS3,NTSC-J,JA,Borderlands 2,2014,,,Borderlands 2 (Japan) (JA).iso
"Sakigake!! Otokojuku - Nihon yo, Kore ga Otoko Dearu! (Super Deluxe Limited Edition) (Japan) (JA)",BLJS10253,PS3,NTSC-J,JA,"Sakigake!! Otokojuku - Nihon yo, Kore ga Otoko Dearu! (Super Deluxe Limited Edition)",2014,1,1,"Sakigake!! Otokojuku - Nihon yo, Kore ga Otoko Dearu! (Super Deluxe Limited Edition) (Japan) (JA).iso"
"Sakigake!! Otokojuku - Nihon yo, Kore ga Otoko Dearu! (Japan) (JA)",BLJS10254,PS3,NTSC-J,JA,"Sakigake!! Otokojuku - Nihon yo, Kore ga Otoko Dearu!",2014,2,27,"Sakigake!! Otokojuku - Nihon yo, Kore ga Otoko Dearu! (Japan) (JA) (v01.01).iso"
Dai-3-Ji Super Robot Taisen Z: Jigoku-hen (Japan) (JA),BLJS10256,PS3,NTSC-J,JA,Dai-3-Ji Super Robot Taisen Z: Jigoku-hen,2014,,,Dai-3-Ji Super Robot Taisen Z: Jigoku-hen (Japan) (JA).iso
J-Stars Victory Vs (Ani-Song Sound Edition) (Japan) (JA),BLJS10257,PS3,NTSC-J,JA,J-Stars Victory Vs (Ani-Song Sound Edition),2014,3,19,J-Stars Victory Vs (Ani-Song Sound Edition) (Japan) (JA).iso
J-Stars Victory Vs (Japan) (JA),BLJS10258,PS3,NTSC-J,JA,J-Stars Victory Vs,2014,3,19,J-Stars Victory Vs (Japan) (JA) (v01.02).iso
CV Casting Voice (Japan) (JA),BLJS10259,PS3,NTSC-J,JA,CV Casting Voice,2014,1,1,CV Casting Voice (Japan) (JA).iso
The Idolmaster: One for All (Japan) (JA),BLJS10260,PS3,NTSC-J,JA,The Idolmaster: One for All,2014,5,15,The Idolmaster: One for All (Japan) (JA).iso
The IdolM@ster: One for All (765 Production New Producer Box) (Japan) (JA),BLJS10261,PS3,NTSC-J,JA,The IdolM@ster: One for All (765 Production New Producer Box),2014,1,1,The IdolM@ster: One for All (765 Production New Producer Box) (Japan) (JA).iso
Kamen Rider: Battride War II (Japan) (JA),BLJS10262,PS3,NTSC-J,JA,Kamen Rider: Battride War II,2014,1,1,Kamen Rider: Battride War II (Japan) (JA).iso
Kamen Rider Battride War II (Premium TV & Movie Sound Edition) (Japan) (JA),BLJS10263,PS3,NTSC-J,JA,Kamen Rider Battride War II (Premium TV & Movie Sound Edition),2014,,,Kamen Rider Battride War II (Premium TV & Movie Sound Edition) (Japan) (JA).iso
Dream C Club Gogo. (Japan) (JA),BLJS10264,PS3,NTSC-J,JA,Dream C Club Gogo.,2014,,,Dream C Club Gogo. (Japan) (JA).iso
Mato Kurenai Yuugekitai: Tokyo Twilight Ghosthunters (Japan) (JA),BLJS10265,PS3,NTSC-J,JA,Mato Kurenai Yuugekitai: Tokyo Twilight Ghosthunters,2014,1,1,Mato Kurenai Yuugekitai: Tokyo Twilight Ghosthunters (Japan) (JA).iso
Harem Tengoku da to Omottara Yandere Jigoku Datta (Japan) (JA),BLJS10266,PS3,NTSC-J,JA,Harem Tengoku da to Omottara Yandere Jigoku Datta,2014,1,1,Harem Tengoku da to Omottara Yandere Jigoku Datta (Japan) (JA).iso
Naruto Shippuuden: Narutimate Storm Revolution (Japan) (JA),BLJS10267,PS3,NTSC-J,JA,Naruto Shippuuden: Narutimate Storm Revolution,2014,1,1,Naruto Shippuuden: Narutimate Storm Revolution (Japan) (JA).iso
Natural Doctrine (Japan) (JA),BLJS10268,PS3,NTSC-J,JA,Natural Doctrine,2014,,,Natural Doctrine (Japan) (JA).iso
Under Night In-Birth: Exe:Late (Japan) (JA),BLJS10269,PS3,NTSC-J,JA,Under Night In-Birth: Exe:Late,2014,1,1,Under Night In-Birth: Exe:Late (Japan) (JA).iso
Mobile Suit Gundam: Side Stories (Japan) (JA),BLJS10270,PS3,NTSC-J,JA,Mobile Suit Gundam: Side Stories,2014,1,1,Mobile Suit Gundam: Side Stories (Japan) (JA).iso
One Piece: Unlimited World R (Japan) (JA),BLJS10272,PS3,NTSC-J,JA,One Piece: Unlimited World R,2014,,,One Piece: Unlimited World R (Japan) (JA).iso
Natsuiro High School: Seishun Hakusho (Japan) (JA),BLJS10273,PS3,NTSC-J,JA,Natsuiro High School: Seishun Hakusho,2015,,,Natsuiro High School: Seishun Hakusho (Japan) (JA).iso
Arcana Heart 3: Love Max!!!!! (Japan) (JA),BLJS10274,PS3,NTSC-J,JA,Arcana Heart 3: Love Max!!!!!,2014,1,1,Arcana Heart 3: Love Max!!!!! (Japan) (JA).iso
Kami-sama to Unmei Kakusei no Cross Thesis (Japan) (JA),BLJS10275,PS3,NTSC-J,JA,Kami-sama to Unmei Kakusei no Cross Thesis,2014,,,Kami-sama to Unmei Kakusei no Cross Thesis (Japan) (JA).iso
Kamisama to Unmei Kakusei no Cross Thesis (Limited Edition) (Japan) (JA),BLJS10276,PS3,NTSC-J,JA,Kamisama to Unmei Kakusei no Cross Thesis (Limited Edition),2014,,,Kamisama to Unmei Kakusei no Cross Thesis (Limited Edition) (Japan) (JA).iso
Daisenryaku Exceed II (EN),BLJS10278,PS3,,EN,Daisenryaku Exceed II,,,,Daisenryaku Exceed II (EN).iso
Shin Hayarigami (Japan) (JA),BLJS10279,PS3,NTSC-J,JA,Shin Hayarigami,2014,,,Shin Hayarigami (Japan) (JA).iso
Dead Island (Double Zombie Pack) (Japan) (JA),BLJS10280,PS3,NTSC-J,JA,Dead Island (Double Zombie Pack),2014,1,1,Dead Island (Double Zombie Pack) (Japan) (JA).iso
Borderlands: The Pre-Sequel! (Japan) (JA),BLJS10281,PS3,NTSC-J,JA,Borderlands: The Pre-Sequel!,2014,,,Borderlands: The Pre-Sequel! (Japan) (JA).iso
Sacred 3 (Japan) (JA),BLJS10283,PS3,NTSC-J,JA,Sacred 3,2014,,,Sacred 3 (Japan) (JA).iso
Super Robot Taisen OG Saga - Masou Kishin F - Coffin of the End (EN),BLJS10284,PS3,,EN,Super Robot Taisen OG Saga - Masou Kishin F - Coffin of the End,,,,Super Robot Taisen OG Saga - Masou Kishin F - Coffin of the End (EN).iso
Super Robot Taisen OG Saga: Mashou Kishin F Coffin of the End (Japan) (JA),BLJS10285,PS3,NTSC-J,JA,Super Robot Taisen OG Saga: Mashou Kishin F Coffin of the End,2014,,,Super Robot Taisen OG Saga: Mashou Kishin F Coffin of the End (Japan) (JA).iso
Gundam Breaker 2 (Japan) (JA),BLJS10286,PS3,NTSC-J,JA,Gundam Breaker 2,2014,,,Gundam Breaker 2 (Japan) (JA).iso
Kamen Rider Summonride (EN),BLJS10288,PS3,,EN,Kamen Rider Summonride,,,,Kamen Rider Summonride (EN).iso
Guilty Gear Xrd: Sign (Japan) (JA),BLJS10289,PS3,NTSC-J,JA,Guilty Gear Xrd: Sign,2014,,,Guilty Gear Xrd: Sign (Japan) (JA).iso
Super Hero Generation (Special Sound Edition) (Japan) (JA),BLJS10290,PS3,NTSC-J,JA,Super Hero Generation (Special Sound Edition),2014,,,Super Hero Generation (Special Sound Edition) (Japan) (JA).iso
Godzilla (Japan) (JA),BLJS10291,PS3,NTSC-J,JA,Godzilla,2014,,,Godzilla (Japan) (JA).iso
Dragon Ball Xenoverse (Japan) (JA),BLJS10292,PS3,NTSC-J,JA,Dragon Ball Xenoverse,2015,1,1,Dragon Ball Xenoverse (Japan) (JA).iso
XBLAZE: Lost Memories (Japan) (JA),BLJS10293,PS3,NTSC-J,JA,XBLAZE: Lost Memories,2015,,,XBLAZE: Lost Memories (Japan) (JA).iso
Hajime no Ippo: The Fighting! (Japan) (JA),BLJS10295,PS3,NTSC-J,JA,Hajime no Ippo: The Fighting!,2015,,,Hajime no Ippo: The Fighting! (Japan) (JA).iso
Downtown Nekketsu Koushinkyoku: Soreyuke Daiundoukai: All Star Special (Japan) (JA),BLJS10296,PS3,NTSC-J,JA,Downtown Nekketsu Koushinkyoku: Soreyuke Daiundoukai: All Star Special,2015,,,Downtown Nekketsu Koushinkyoku: Soreyuke Daiundoukai: All Star Special (Japan) (JA).iso
Gundam Breaker 2 (Omochidashi Pack) (Japan) (JA),BLJS10297,PS3,NTSC-J,JA,Gundam Breaker 2 (Omochidashi Pack),2014,,,Gundam Breaker 2 (Omochidashi Pack) (Japan) (JA).iso
BioShock Infinite: The Complete Edition (Japan) (JA),BLJS10298,PS3,NTSC-J,JA,BioShock Infinite: The Complete Edition,2021,,,BioShock Infinite: The Complete Edition (Japan) (JA).iso
Dai-3-Ji Super Robot Taisen Z: Tengoku-hen (Japan) (JA),BLJS10299,PS3,NTSC-J,JA,Dai-3-Ji Super Robot Taisen Z: Tengoku-hen,2015,,,Dai-3-Ji Super Robot Taisen Z: Tengoku-hen (Japan) (JA).iso
BlazBlue: Chronophantasma Extend (Japan) (JA),BLJS10300,PS3,NTSC-J,JA,BlazBlue: Chronophantasma Extend,2015,1,1,BlazBlue: Chronophantasma Extend (Japan) (JA).iso
Ukiyo no Shishi (Japan) (JA),BLJS10301,PS3,NTSC-J,JA,Ukiyo no Shishi,2015,,,Ukiyo no Shishi (Japan) (JA).iso
The Idolmaster Cinderella Girls: Gravure for You! Vol. 1 (Japan) (JA),BLJS10302,PS3,NTSC-J,JA,The Idolmaster Cinderella Girls: Gravure for You! Vol. 1,2015,,,The Idolmaster Cinderella Girls: Gravure for You! Vol. 1 (Japan) (JA).iso
The Idolmaster Cinderella Girls: Gravure for You! Vol. 2 (Japan) (JA),BLJS10303,PS3,NTSC-J,JA,The Idolmaster Cinderella Girls: Gravure for You! Vol. 2,2015,,,The Idolmaster Cinderella Girls: Gravure for You! Vol. 2 (Japan) (JA).iso
The Idolmaster Cinderella Girls: Gravure for You! Vol. 3 (Japan) (JA),BLJS10304,PS3,NTSC-J,JA,The Idolmaster Cinderella Girls: Gravure for You! Vol. 3,2015,,,The Idolmaster Cinderella Girls: Gravure for You! Vol. 3 (Japan) (JA).iso
The Idolmaster Cinderella Girls: Gravure for You! Vol. 4 (Japan) (JA),BLJS10305,PS3,NTSC-J,JA,The Idolmaster Cinderella Girls: Gravure for You! Vol. 4,2015,,,The Idolmaster Cinderella Girls: Gravure for You! Vol. 4 (Japan) (JA).iso
The Idolmaster Cinderella Girls: Gravure for You! Vol. 5 (Japan) (JA),BLJS10306,PS3,NTSC-J,JA,The Idolmaster Cinderella Girls: Gravure for You! Vol. 5,2015,,,The Idolmaster Cinderella Girls: Gravure for You! Vol. 5 (Japan) (JA).iso
The Idolmaster Cinderella Girls: Gravure for You! Vol. 6 (EN),BLJS10307,PS3,,EN,The Idolmaster Cinderella Girls: Gravure for You! Vol. 6,2021,,,The Idolmaster Cinderella Girls: Gravure for You! Vol. 6 (EN).iso
The Idolmaster Cinderella Girls: Gravure for You! Vol. 7 (EN),BLJS10308,PS3,,EN,The Idolmaster Cinderella Girls: Gravure for You! Vol. 7,2021,,,The Idolmaster Cinderella Girls: Gravure for You! Vol. 7 (EN).iso
The Idolmaster Cinderella Girls: Gravure for You! Vol. 8 (EN),BLJS10309,PS3,,EN,The Idolmaster Cinderella Girls: Gravure for You! Vol. 8,2021,,,The Idolmaster Cinderella Girls: Gravure for You! Vol. 8 (EN).iso
The Idolmaster Cinderella Girls: Gravure for You! Vol. 9 (EN),BLJS10310,PS3,,EN,The Idolmaster Cinderella Girls: Gravure for You! Vol. 9,2021,,,The Idolmaster Cinderella Girls: Gravure for You! Vol. 9 (EN).iso
Sword Art Online: Last Song (Japan) (JA),BLJS10312,PS3,NTSC-J,JA,Sword Art Online: Last Song,2015,3,26,Sword Art Online: Last Song (Japan) (JA).iso
Mato Kurenai Yuugekitai: Daybreak Special Gigs (Japan) (JA),BLJS10316,PS3,NTSC-J,JA,Mato Kurenai Yuugekitai: Daybreak Special Gigs,2015,11,26,Mato Kurenai Yuugekitai: Daybreak Special Gigs (Japan) (JA).iso
JoJo no Kimyou na Bouken: Eyes of Heaven (EN),BLJS10318,PS3,,EN,JoJo no Kimyou na Bouken: Eyes of Heaven,2021,,,JoJo no Kimyou na Bouken: Eyes of Heaven (EN).iso
Kamen Rider Battride War Sousei (EN),BLJS10324,PS3,,EN,Kamen Rider Battride War Sousei,,,,Kamen Rider Battride War Sousei (EN).iso
Guilty Gear Xrd: Revelator (EN),BLJS10329,PS3,,EN,Guilty Gear Xrd: Revelator,,,,Guilty Gear Xrd: Revelator (EN).iso
Tales of Berseria (EN),BLJS10330,PS3,,EN,Tales of Berseria,2021,,,Tales of Berseria (EN).iso
BlazBlue: CentralFiction (EN),BLJS10332,PS3,,EN,BlazBlue: CentralFiction,,,,BlazBlue: CentralFiction (EN).iso
BlazBlue: Centralfiction (Japan) (JA),BLJS10333,PS3,NTSC-J,JA,BlazBlue: Centralfiction,2021,,,BlazBlue: Centralfiction (Japan) (JA).iso
Guilty Gear Xrd: Revelator (Japan) (JA),BLJS10334,PS3,NTSC-J,JA,Guilty Gear Xrd: Revelator,2021,,,Guilty Gear Xrd: Revelator (Japan) (JA).iso
Super Robot Taisen OG: The Moon Dwellers (Japan) (JA),BLJS10335,PS3,NTSC-J,JA,Super Robot Taisen OG: The Moon Dwellers,2016,6,30,Super Robot Taisen OG: The Moon Dwellers (Japan) (JA).iso
Shin Hayarigami 2 (EN),BLJS10336,PS3,,EN,Shin Hayarigami 2,2021,,,Shin Hayarigami 2 (EN).iso
