title_id,game_title,platform_source,region,title_id,url,content_id,distribution,content_type
,Ico (Japan),,,,,,DISC,BASE_GAME
,"Disney Infinity 3.0 - Play Without Limits (Europe) (En,Sv,No,Da,Fi,Pl)",,,,,,DISC,BASE_GAME
,Clannad (Japan),,,,,,DISC,BASE_GAME
,FIFA 11 - World Class Soccer (Japan),,,,,,DISC,BASE_GAME
,FIFA 12 - World Class Soccer (Japan),,,,,,DISC,BASE_GAME
,FIFA 13 - World Class Soccer (Japan),,,,,,DISC,BASE_GAME
,Final Fantasy X + X-2 - HD Remaster (Japan),,,,,,DISC,BASE_GAME
,Kidou Senshi Gundam - Extreme Vs. Full Boost (Japan),,,,,,DISC,BASE_GAME
,Red Dead Redemption - Complete Edition (Japan),,,,,,DISC,BASE_GAME
,Wander to Kyozou (Japan),,,,,,DISC,BASE_GAME
,BioShock Infinite (Japan),,,,,,DISC,BASE_GAME
,Borderlands - Game of the Year Edition (Japan),,,,,,DISC,BASE_GAME
,LEGO Batman 3 - The Game - Gotham kara Uchuu e (Japan),,,,,,DISC,BASE_GAME
,F1 2012 (Japan),,,,,,DISC,BASE_GAME
,Saints Row IV - Ultra Super Ultimate Deluxe Edition (Japan),,,,,,DISC,BASE_GAME
,Suzumiya Haruhi no Tsuisou (Japan),,,,,,DISC,BASE_GAME
,ToHeart 2 DX Plus (Japan),,,,,,DISC,BASE_GAME
,"Saw (Germany) (En,Fr,De,Es,It)",,,,,,DISC,BASE_GAME
,Call of Duty - Modern Warfare 2 (Germany),,,,,,DISC,BASE_GAME
,"SingStar Starter Pack (Germany) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da,Fi,Pl,Ru)",,,,,,DISC,BASE_GAME
,"SingStar Ultimate Party (Germany) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da,Fi,Pl,Ru,Tr)",,,,,,DISC,BASE_GAME
,"SingStar Vol. 3 (Germany) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da,Fi)",,,,,,DISC,BASE_GAME
,Accel World - Gin'yoku no Kakusei (Japan),,,,,,DISC,BASE_GAME
,Beyond the Future - Fix the Time Arrows (Japan),,,,,,DISC,BASE_GAME
,Burnout Paradise (Japan),,,,,,DISC,BASE_GAME
,Chaos;Head Love Chu Chu! (Japan),,,,,,DISC,BASE_GAME
,Date A Live - Arusu Install (Japan),,,,,,DISC,BASE_GAME
,Date A Live - Rinne Utopia (Japan),,,,,,DISC,BASE_GAME
,Disorder 6 (Japan),,,,,,DISC,BASE_GAME
,"DmC - Devil May Cry (Japan) (En,Ja)",,,,,,DISC,BASE_GAME
,Dunamis 15 (Japan),,,,,,DISC,BASE_GAME
,Eiyuu Senki (Japan),,,,,,DISC,BASE_GAME
,Gekiatsu!! Pachige-Damashi - CR Evangelion - Hajimari no Fukuin (Japan),,,,,,DISC,BASE_GAME
,Hanasaku Manimani (Japan),,,,,,DISC,BASE_GAME
,Higurashi no Naku Koro ni Sui (Japan),,,,,,DISC,BASE_GAME
,Hiiro no Kakera Aizouban - Akane Iro no Tsuioku (Japan),,,,,,DISC,BASE_GAME
,Tiger Woods PGA Tour 14 (Europe),,,,,,DISC,BASE_GAME
,Tales of Berseria (Japan),,,,,,DISC,BASE_GAME
,"Saints Row - Game of the Century Edition & Gat out of Hell (Europe) (En,Fr,De,Es,It,Pl,Ru)",,,,,,DISC,BASE_GAME
,"Idolmaster Cinderella Girls, The - Gravure for You! Vol. 1 (Japan)",,,,,,DISC,BASE_GAME
,"Idolmaster Cinderella Girls, The - Gravure for You! Vol. 2 (Japan)",,,,,,DISC,BASE_GAME
,"Idolmaster Cinderella Girls, The - Gravure for You! Vol. 3 (Japan)",,,,,,DISC,BASE_GAME
,"Idolmaster Cinderella Girls, The - Gravure for You! Vol. 4 (Japan)",,,,,,DISC,BASE_GAME
,"Idolmaster Cinderella Girls, The - Gravure for You! Vol. 5 (Japan)",,,,,,DISC,BASE_GAME
,"Idolmaster Cinderella Girls, The - Gravure for You! Vol. 6 (Japan)",,,,,,DISC,BASE_GAME
,"Idolmaster Cinderella Girls, The - Gravure for You! Vol. 7 (Japan)",,,,,,DISC,BASE_GAME
,"Idolmaster Cinderella Girls, The - Gravure for You! Vol. 8 (Japan)",,,,,,DISC,BASE_GAME
,"Idolmaster Cinderella Girls, The - Gravure for You! Vol. 9 (Japan)",,,,,,DISC,BASE_GAME
,"Idolmaster, The - Gravure for You! Vol. 1 (Japan)",,,,,,DISC,BASE_GAME
,"Idolmaster, The - Gravure for You! Vol. 2 (Japan)",,,,,,DISC,BASE_GAME
,"Idolmaster, The - Gravure for You! Vol. 3 (Japan)",,,,,,DISC,BASE_GAME
,"Idolmaster, The - Gravure for You! Vol. 4 (Japan)",,,,,,DISC,BASE_GAME
,"Idolmaster, The - Gravure for You! Vol. 5 (Japan)",,,,,,DISC,BASE_GAME
,"Idolmaster, The - Gravure for You! Vol. 6 (Japan)",,,,,,DISC,BASE_GAME
,"Idolmaster, The - Gravure for You! Vol. 7 (Japan)",,,,,,DISC,BASE_GAME
,"Idolmaster, The - Gravure for You! Vol. 8 (Japan)",,,,,,DISC,BASE_GAME
,"Idolmaster, The - Gravure for You! Vol. 9 (Japan)",,,,,,DISC,BASE_GAME
,"John Woo Presents Stranglehold (Japan) (En,Ja,Fr,De,Es,It)",,,,,,DISC,BASE_GAME
,Kami-sama to Unmei Kakusei no Cross Thesis (Japan),,,,,,DISC,BASE_GAME
,Ketsui - Kizuna Jigoku-tachi Extra (Japan),,,,,,DISC,BASE_GAME
,Knights Contract (Japan),,,,,,DISC,BASE_GAME
,"Kono Oozora ni, Tsubasa o Hirogete - Cruise Sign (Japan)",,,,,,DISC,BASE_GAME
,Little Busters! Converted Edition (Japan),,,,,,DISC,BASE_GAME
,Lost Dimension (Japan),,,,,,DISC,BASE_GAME
,Love at Once - Mermaid's Tears (Japan),,,,,,DISC,BASE_GAME
,Rune Factory - Oceans (Japan),,,,,,DISC,BASE_GAME
,Super Robot Taisen OG - The Moon Dwellers (Japan),,,,,,DISC,BASE_GAME
,Memories Off - Yubikiri no Kioku (Japan),,,,,,DISC,BASE_GAME
,Memories Off 6 Complete (Japan),,,,,,DISC,BASE_GAME
,Minna no Golf 6 (Japan),,,,,,DISC,BASE_GAME
,Mist of Chaos (Japan),,,,,,DISC,BASE_GAME
,Miyazato San Kyoudai Naizou - Sega Golf Club (Japan),,,,,,DISC,BASE_GAME
,Mobile Suit Gundam - Side Stories (Japan),,,,,,DISC,BASE_GAME
,Muv-Luv Alternative - Total Eclipse (Japan),,,,,,DISC,BASE_GAME
,Natsuiro High School - Seishun Hakusho (Japan),,,,,,DISC,BASE_GAME
,"Operation Flashpoint - Red River (Japan) (En,Ja)",,,,,,DISC,BASE_GAME
,Ore no Imouto ga Konnani Kawaii Wake ga Nai. Happy End (Japan),,,,,,DISC,BASE_GAME
,Oretachi ni Tsubasa wa Nai (Japan),,,,,,DISC,BASE_GAME
,Pro Yakyuu Spirits 4 (Japan),,,,,,DISC,BASE_GAME
,Pro Yakyuu Spirits 2011 (Japan),,,,,,DISC,BASE_GAME
,Rui wa Tomo o Yobu (Japan),,,,,,DISC,BASE_GAME
,Shin Hayarigami (Japan),,,,,,DISC,BASE_GAME
,Shin Hayarigami 2 (Japan),,,,,,DISC,BASE_GAME
,Steins;Gate - Senkei Kousoku no Phenogram (Japan),,,,,,DISC,BASE_GAME
,Tears to Tiara - Kakan no Daichi (Japan),,,,,,DISC,BASE_GAME
,Time Leap (Japan),,,,,,DISC,BASE_GAME
,"Touch, Shot! Love Application (Japan)",,,,,,DISC,BASE_GAME
,Trusty Bell - Chopin no Yume Reprise (Japan),,,,,,DISC,BASE_GAME
,WET (Japan),,,,,,DISC,BASE_GAME
,White Album - Tsuzurareru Fuyu no Omoide (Japan),,,,,,DISC,BASE_GAME
,White Album 2 - Shiawase no Mukougawa (Japan),,,,,,DISC,BASE_GAME
,"World Soccer Winning Eleven 2011 (Japan) (En,Ja)",,,,,,DISC,BASE_GAME
,Yamasa Digi World SP - Bounty Killer (Japan),,,,,,DISC,BASE_GAME
,LEGO Batman - The Videogame (Japan),,,,,,DISC,BASE_GAME
,Gran Turismo 6 (Japan),,,,,,DISC,BASE_GAME
,"Ratchet & Clank 1, 2, 3 - Ginga Saikyou Gorgeous Pack (Japan)",,,,,,DISC,BASE_GAME
,Tales of Symphonia Unisonant Pack (Japan),,,,,,DISC,BASE_GAME
,Ultra Street Fighter IV (Japan),,,,,,DISC,BASE_GAME
,BioShock (Japan) (BLJS-10041),,,,,,DISC,BASE_GAME
,Chikyuu Boueigun 4 (Japan),,,,,,DISC,BASE_GAME
,Gran Turismo 5 - Spec II (Japan),,,,,,DISC,BASE_GAME
,"Grand Theft Auto V (Japan) (En,Ja) (v01.01)",,,,,,DISC,BASE_GAME
,IS - Infinite Stratos 2 - Ignition Hearts (Japan),,,,,,DISC,BASE_GAME
,J-Stars Victory Vs (Japan),,,,,,DISC,BASE_GAME
,Jikkyou Powerful Pro Yakyuu 2014 (Japan),,,,,,DISC,BASE_GAME
,Jikkyou Powerful Pro Yakyuu 2016 (Japan),,,,,,DISC,BASE_GAME
,"LittleBigPlanet (Japan) (En,Ja,Fr,De,Es,It,Nl,Pt,Sv,No,Da,Fi)",,,,,,DISC,BASE_GAME
,Maji de Watashi ni Koi Shinasai!! R (Japan),,,,,,DISC,BASE_GAME
,Meruru no Atelier - Arland no Renkinjutsushi 3 (Japan) (v01.01),,,,,,DISC,BASE_GAME
,Kidou Senshi Gundam UC (Japan),,,,,,DISC,BASE_GAME
,One Piece - Unlimited World R (Japan),,,,,,DISC,BASE_GAME
,Winning Post 7 2013 (Japan),,,,,,DISC,BASE_GAME
,"Echochrome II (Korea) (En,Zh,Ko)",,,,,,DISC,BASE_GAME
,"PES 2013 - Pro Evolution Soccer (Europe) (Fr,De,It,El)",,,,,,DISC,BASE_GAME
,"Assassin's Creed - Rogue (Europe) (En,Ru,Ar)",,,,,,DISC,BASE_GAME
,"LEGO Harry Potter - Years 1-4 (Europe) (En,Fr,De,Es,It,Da) (v03.01)",,,,,,DISC,BASE_GAME
,Dengeki Bunko - Fighting Climax Ignition (Japan),,,,,,DISC,BASE_GAME
,Borderlands - The Pre-Sequel! (Japan),,,,,,DISC,BASE_GAME
,Dead Rising 2 (Japan),,,,,,DISC,BASE_GAME
,FIFA 08 - World Class Soccer (Japan),,,,,,DISC,BASE_GAME
,FIFA 14 - World Class Soccer (Japan),,,,,,DISC,BASE_GAME
,Gundam Breaker 2 (Japan),,,,,,DISC,BASE_GAME
,NBA Live 10 (Japan),,,,,,DISC,BASE_GAME
,Saka Tsuku - Pro Soccer Club o Tsukurou! (Japan),,,,,,DISC,BASE_GAME
,Sonic the Hedgehog (Japan),,,,,,DISC,BASE_GAME
,Street Fighter IV (Japan),,,,,,DISC,BASE_GAME
,Ultimate Marvel vs. Capcom 3 (Japan),,,,,,DISC,BASE_GAME
,"World Soccer Winning Eleven 2010 (Japan, Asia) (En,Ja)",,,,,,DISC,BASE_GAME
,World Soccer Winning Eleven 2012 (Japan),,,,,,DISC,BASE_GAME
,"World Soccer Winning Eleven 2013 (Japan) (En,Ja)",,,,,,DISC,BASE_GAME
,Call of Duty 4 - Modern Warfare (France),,,,,,DISC,BASE_GAME
,"Dance Dance Revolution - New Moves (Europe) (En,Fr,De,Es,It)",,,,,,DISC,BASE_GAME
,"Arthur and the Revenge of Maltazard (Europe) (En,Fr,De,Es,It,Nl)",,,,,,DISC,BASE_GAME
,"LittleBigPlanet Karting (Europe) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da,Fi,Pl,Ru)",,,,,,DISC,BASE_GAME
,"SingStar Portugal Hits (Portugal) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da,Fi,Pl,Ru)",,,,,,DISC,BASE_GAME
,"Oddworld - Abe's Oddysee - New 'n' Tasty! (USA) (En,Fr,Es,Pt)",,,,,,DISC,BASE_GAME
,Hatsune Miku - Project Diva F 2nd (Japan),,,,,,DISC,BASE_GAME
,"Buzz! Quem e o Genio Portugues (Portugal) (En,De,Pt)",,,,,,DISC,BASE_GAME
,MAG - Massive Action Game (Japan),,,,,,DISC,BASE_GAME
,Kamen Rider - Battride War (Japan),,,,,,DISC,BASE_GAME
,"Elder Scrolls IV, The - Oblivion - 5th Anniversary Edition (Europe) (En,Fr,De,Es,It)",,,,,,DISC,BASE_GAME
,LittleBigPlanet 2 (Japan),,,,,,DISC,BASE_GAME
,"BlazBlue - Chrono Phantasma Extend (USA) (En,Ja)",,,,,,DISC,BASE_GAME
,NASCAR '15 (USA),,,,,,DISC,BASE_GAME
,"Adam's Venture - Chronicles (Europe) (En,Fr,De,Es,It)",,,,,,DISC,BASE_GAME
,Tiger Woods PGA Tour 14 (Europe) (Masters Historic Edition),,,,,,DISC,BASE_GAME
,"Tales of Xillia + Tales of Xillia 2 (Europe) (En,Fr,De,Es,It)",,,,,,DISC,BASE_GAME
,"Just Dance 3 (Europe) (En,Fr,De,Es,It) (Special Edition)",,,,,,DISC,BASE_GAME
,"Just Dance 2017 (Europe) (En,Fr,De,Es,It,Nl,Sv,No,Da,Fi)",,,,,,DISC,BASE_GAME
,"Last of Us, The (Japan) (En,Ja)",,,,,,DISC,BASE_GAME
,2014 FIFA World Cup Brazil (Japan),,,,,,DISC,BASE_GAME
,Agarest Senki 2 (Japan),,,,,,DISC,BASE_GAME
,Champion Jockey - Gallop Racer & GI Jockey (Japan),,,,,,DISC,BASE_GAME
,Dead or Alive 5 (Japan),,,,,,DISC,BASE_GAME
,Dream C Club - Complete Edipyon! (Japan),,,,,,DISC,BASE_GAME
,Grand Theft Auto - San Andreas (Japan),,,,,,DISC,BASE_GAME
,IS - Infinite Stratos 2 - Love and Purge (Japan),,,,,,DISC,BASE_GAME
,Naruto Shippuuden - Narutimate Storm Revolution (Japan),,,,,,DISC,BASE_GAME
,Nobunaga no Yabou - Tendou (Japan),,,,,,DISC,BASE_GAME
,Sengoku-hime 3 - Tenka o Kirisaku Hikari to Kage (Japan),,,,,,DISC,BASE_GAME
,"Sengoku-hime 4 - Souhahyakkei, Hana Mamoru Chikai (Japan)",,,,,,DISC,BASE_GAME
,Super Street Fighter IV (Japan),,,,,,DISC,BASE_GAME
,"Tekken 6 (Japan) (En,Ja,Fr,De,Es,It,Ko,Ru) (v01.00)",,,,,,DISC,BASE_GAME
,Winning Post 8 (Japan),,,,,,DISC,BASE_GAME
,World Soccer Winning Eleven 2014 (Japan),,,,,,DISC,BASE_GAME
,World Soccer Winning Eleven 2014 - Aoki Samurai no Chousen (Japan),,,,,,DISC,BASE_GAME
,Metal Gear Solid - HD Edition (Japan),,,,,,DISC,BASE_GAME
,"Assassin's Creed (Europe, Australia) (En,Fr,De,Es,It) (FW2.00)",,,,,,DISC,BASE_GAME
,"Battlefield 4 (Japan) (En,Ja)",,,,,,DISC,BASE_GAME
,Need for Speed - Carbon (Asia),,,,,,DISC,BASE_GAME
,"Rayman Origins (Japan) (En,Ja)",,,,,,DISC,BASE_GAME
,Wangan Midnight (Japan),,,,,,DISC,BASE_GAME
,"Assassin's Creed III (Europe) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da,Fi) (v02.00)",,,,,,DISC,BASE_GAME
,"Assassin's Creed - Revelations - Special Edition (Japan) (En,Ja)",,,,,,DISC,BASE_GAME
,LEGO Jurassic World (Japan),,,,,,DISC,BASE_GAME
,"Ratchet & Clank Future 2 (Japan) (En,Ja)",,,,,,DISC,BASE_GAME
,Call of Duty - Modern Warfare 3 (Germany),,,,,,DISC,BASE_GAME
,Call of Duty - World at War (Germany),,,,,,DISC,BASE_GAME
,"Sniper Elite III - Ultimate Edition (USA) (En,Fr,Es,Pt)",,,,,,DISC,BASE_GAME
,"Wonderbook - Book of Potions (USA) (En,Fr,Es,Pt)",,,,,,DISC,BASE_GAME
,"Wonderbook - Walking with Dinosaurs (USA) (En,Fr,Es,Pt)",,,,,,DISC,BASE_GAME
,"MotorStorm - Apocalypse (Europe) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da,Fi,Ko,Pl,Ru) (v01.02)",,,,,,DISC,BASE_GAME
,"Just Dance 2018 (Europe) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da,Fi)",,,,,,DISC,BASE_GAME
,Makai Senki Disgaea 4 - Fuuka & Desco-hen Hajimemashita. (Japan),,,,,,DISC,BASE_GAME
,Pro Yakyuu Spirits 5 - Kanzenban (Japan),,,,,,DISC,BASE_GAME
,Pro Yakyuu Spirits 2013 (Japan),,,,,,DISC,BASE_GAME
,Tears to Tiara - Kakan no Daichi (Japan) (Aquaprice 2800),,,,,,DISC,BASE_GAME
,Winning Post 7 Maximum 2007 (Japan) (v01.01),,,,,,DISC,BASE_GAME
,Winning Post 7 Maximum 2008 (Japan),,,,,,DISC,BASE_GAME
,"Adam's Venture - Chronicles (Brazil) (En,Fr,De,Es,It)",,,,,,DISC,BASE_GAME
,"LEGO Movie, The - Videogame (Europe) (En,Fr,Es,It,Nl,Da,Pl,Ru) (v01.00)",,,,,,DISC,BASE_GAME
,Starhawk (UK),,,,,,DISC,BASE_GAME
,Dark Sector (Australia),,,,,,DISC,BASE_GAME
,"Conan (Germany) (En,De)",,,,,,DISC,BASE_GAME
,"Disney-Pixar WALL-E (Europe) (Fr,De,Nl)",,,,,,DISC,BASE_GAME
,"Watchmen - The End Is Nigh - Parts 1 and 2 (Germany) (En,Fr,De,Es,It)",,,,,,DISC,BASE_GAME
,"WET (Germany) (En,De)",,,,,,DISC,BASE_GAME
,"Injustice - Gods Among Us - Ultimate Edition (Europe) (En,Fr,De,Es,It,Pt,Pl,Ru)",,,,,,DISC,BASE_GAME
,"Cabela's Dangerous Hunts 2013 (Europe) (En,Fr,De,It)",,,,,,DISC,BASE_GAME
,"One Piece - Pirate Warriors + One Piece - Pirate Warriors 2 (Europe) (En,Fr,De,Es,It)",,,,,,DISC,BASE_GAME
,Arcadias no Ikusa-hime (Japan),,,,,,DISC,BASE_GAME
,"Disney Sing It - Family Hits (Europe) (En,Fr,De,Es,It,Nl)",,,,,,DISC,BASE_GAME
,"Dead Space 2 (Germany) (En,De)",,,,,,DISC,BASE_GAME
,"Dishonored (Europe) (Fr,De,Es,It)",,,,,,DISC,BASE_GAME
,"DanceStar Party (Germany) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da,Fi,Pl,Ru)",,,,,,DISC,BASE_GAME
,"Assassin's Creed III (Japan) (En,Ja,Zh,Ko) (v02.00)",,,,,,DISC,BASE_GAME
,"Harry Potter and the Order of the Phoenix (Europe) (En,Fr,De,Es,It,Nl)",,,,,,DISC,BASE_GAME
,"Uncharted 3 - Drake's Deception (Asia) (En,Zh,Ko)",,,,,,DISC,BASE_GAME
,"Rayman Legends + Rayman Origins (Europe) (En,Fr,De,Es,It,Nl,Sv,No,Da,Fi,Pl)",,,,,,DISC,BASE_GAME
,"Ultimate Action Triple Pack (Germany) (En,Fr,De,Es,It,Nl,Pt)",,,,,,DISC,BASE_GAME
,"Ultimate Stealth Triple Pack (Europe) (En,Fr,De,Es,It,Pl,Ru) (BLES-02122)",,,,,,DISC,BASE_GAME
,"Call of Duty - Black Ops (Austria, Switzerland)",,,,,,DISC,BASE_GAME
,Disney-Pixar Cars 2 (Germany),,,,,,DISC,BASE_GAME
,"Cabela's Big Game Hunter 2012 (Europe) (En,Fr,De,Es,It)",,,,,,DISC,BASE_GAME
,"Just Dance 3 (USA) (En,Fr,Es) (Best Buy)",,,,,,DISC,BASE_GAME
,"Just Dance 3 (USA) (En,Fr,Es) (Target Edition)",,,,,,DISC,BASE_GAME
,Minecraft - Story Mode - A Telltale Games Series (USA),,,,,,DISC,BASE_GAME
,"Toro! Let's Party! (Asia) (En,Zh,Ko)",,,,,,DISC,BASE_GAME
,Madden NFL 09 en Espanol (USA),,,,,,DISC,BASE_GAME
,"Assassin's Creed II - Game of the Year Edition (Europe) (Pl,Ru)",,,,,,DISC,BASE_GAME
,"Castlevania - Lords of Shadow (Asia) (En,Fr,De,Es,It)",,,,,,DISC,BASE_GAME
,Pro Yakyuu Spirits 2013 (Asia),,,,,,DISC,BASE_GAME
,"World Soccer Winning Eleven 2014 (Asia) (En,Zh)",,,,,,DISC,BASE_GAME
,"Final Fantasy XIII-2 (Asia) (En,Zh,Ko)",,,,,,DISC,BASE_GAME
,Toro to Morimori (Japan),,,,,,DISC,BASE_GAME
,"Assassin's Creed IV - Black Flag (Europe) (Pl,Ru,Cs,Hu)",,,,,,DISC,BASE_GAME
,No More Heroes - Red Zone Edition (Japan) (v01.02),,,,,,DISC,BASE_GAME
,"Samurai Dou 3 (Japan, Asia) (v01.01)",,,,,,DISC,BASE_GAME
,"Dragon Ball Z - Battle of Z (Japan, Asia)",,,,,,DISC,BASE_GAME
,Shin Sangoku Musou 5 (Asia),,,,,,DISC,BASE_GAME
,Sengoku Basara HD Collection (Japan),,,,,,DISC,BASE_GAME
,Sengoku Basara 4 - Sumeragi (Japan),,,,,,DISC,BASE_GAME
,Jin Samguk Mussang - Multi Raid Special (Korea),,,,,,DISC,BASE_GAME
,Shining Resonance (Asia),,,,,,DISC,BASE_GAME
,"Fallout 3 (Canada) (En,Fr)",,,,,,DISC,BASE_GAME
,"Samurai Dou 4 (Japan, Asia)",,,,,,DISC,BASE_GAME
,Sengoku Musou 3 Z (Japan),,,,,,DISC,BASE_GAME
,Musou Orochi Z (Japan) (v01.01),,,,,,DISC,BASE_GAME
,Shin Sangoku Musou - Multi Raid 2 - HD Version (Korea),,,,,,DISC,BASE_GAME
,Shin Sangoku Musou 5 - Empires (Asia),,,,,,DISC,BASE_GAME
,Musou Orochi Z (Asia),,,,,,DISC,BASE_GAME
,Eiyuu Densetsu - Sen no Kiseki II (Japan),,,,,,DISC,BASE_GAME
,Vanquish (Japan),,,,,,DISC,BASE_GAME
,Battlefield 3 (Japan),,,,,,DISC,BASE_GAME
,Call of Duty - Ghosts (Japan) (Jimakuban),,,,,,DISC,BASE_GAME
,Call of Duty - Modern Warfare 3 (Japan) (Jimakuban),,,,,,DISC,BASE_GAME
,NBA 2K12 (Japan),,,,,,DISC,BASE_GAME
,Tom Clancy's Ghost Recon - Advanced Warfighter 2 (Japan),,,,,,DISC,BASE_GAME
,NASCAR '15 - Victory Edition (USA),,,,,,DISC,BASE_GAME
,NBA 2K11 (USA) (BLUS-30689),,,,,,DISC,BASE_GAME
,BioShock Infinite - The Complete Edition (USA),,,,,,DISC,BASE_GAME
,"BioShock Infinite (USA) (En,Fr,De,Es,It,Pt) (BLUS-31177)",,,,,,DISC,BASE_GAME
,"Rocksmith (USA) (En,Fr,Es) (BLUS-31031)",,,,,,DISC,BASE_GAME
,Spider-Man 3 (Korea),,,,,,DISC,BASE_GAME
,"Marvel vs. Capcom 3 - Fate of Two Worlds (Korea) (En,Ja,Fr,De,Es,It)",,,,,,DISC,BASE_GAME
,Mussang Orochi Z (Korea),,,,,,DISC,BASE_GAME
,Call of Duty 4 - Modern Warfare (Korea),,,,,,DISC,BASE_GAME
,"BioShock 2 (Korea) (En,Ko)",,,,,,DISC,BASE_GAME
,"Tomb Raider - Underworld (USA) (En,Fr,De,Es,It,Nl) (FW3.50)",,,,,,DISC,BASE_GAME
,"Assassin's Creed (Asia) (En,Fr,De,Es,It)",,,,,,DISC,BASE_GAME
,"Assassin's Creed - Brotherhood (UK) (En,It) (v02.00)",,,,,,DISC,BASE_GAME
,NBA 2K12 - Game of the Year Edition (USA),,,,,,DISC,BASE_GAME
,Arcana Heart 3 (Japan),,,,,,DISC,BASE_GAME
,Arcana Heart 3 - Love Max!!!!! (Japan),,,,,,DISC,BASE_GAME
,Guilty Gear Xrd - Revelator (Japan),,,,,,DISC,BASE_GAME
,Nitroplus Blasterz - Heroines Infinite Duel (Japan),,,,,,DISC,BASE_GAME
,Air Conflicts - Vietnam (Japan),,,,,,DISC,BASE_GAME
,FIFA 15 (Japan),,,,,,DISC,BASE_GAME
,FIFA 16 (Japan),,,,,,DISC,BASE_GAME
,Rise from Lair (Japan),,,,,,DISC,BASE_GAME
,SOCOM 4 - U.S. Navy SEALs (Japan),,,,,,DISC,BASE_GAME
,Tom Clancy's Rainbow Six - Vegas (Japan),,,,,,DISC,BASE_GAME
,"Buzz! Quiz World (Europe) (Pl,Ru,El,Hr,Cs)",,,,,,DISC,BASE_GAME
,Buzz! The Ultimate Music Quiz (Greece),,,,,,DISC,BASE_GAME
,"Assassin's Creed - Revelations (Europe) (En,Pl,Ru) (BLES-01385)",,,,,,DISC,BASE_GAME
,"Diablo III - Reaper of Souls - Ultimate Evil Edition (Japan) (En,Ja)",,,,,,DISC,BASE_GAME
,Fallout - New Vegas - Ultimate Edition (Canada),,,,,,DISC,BASE_GAME
,"Lord of the Rings, The - Aragorn's Quest (USA) (En,Fr,Es,Pt) (v02.00) (FW3.50)",,,,,,DISC,BASE_GAME
,Cabela's Big Game Hunter 2012 (USA) (v02.00),,,,,,DISC,BASE_GAME
,Chaos;Head Noah (Japan),,,,,,DISC,BASE_GAME
,"Killzone 3 (Japan) (En,Ja)",,,,,,DISC,BASE_GAME
,Blade Arcus from Shining EX (Japan),,,,,,DISC,BASE_GAME
,BlazBlue - Chronophantasma Extend (Japan),,,,,,DISC,BASE_GAME
,"Yaiba - Ninja Gaiden Z (Japan) (En,Ja,Fr,De,Es,It,Zh)",,,,,,DISC,BASE_GAME
,Aliens - Colonial Marines (Russia),,,,,,DISC,BASE_GAME
,Call of Duty - World at War (Russia),,,,,,DISC,BASE_GAME
,"Beyond - Two Souls (Europe) (En,Es,Pt,Ru,El)",,,,,,DISC,BASE_GAME
,"SingStar Nova Geracao (Portugal) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da,Fi,Pl,Ru,Tr)",,,,,,DISC,BASE_GAME
,"Deus Ex - Human Revolution (Europe) (Pl,Ru)",,,,,,DISC,BASE_GAME
,"Diablo III - Reaper of Souls - Ultimate Evil Edition (Europe) (Pl,Ru)",,,,,,DISC,BASE_GAME
,"Assassin's Creed III (Europe) (Pl,Ru,Cs,Hu) (v01.01)",,,,,,DISC,BASE_GAME
,"SingStar (France) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da,Fi)",,,,,,DISC,BASE_GAME
,"SingStar Mallorca Party (Germany) (En,Fr,De,Es,It,Nl,Pt,No,Da,Fi,Pl,Ru) (v02.00)",,,,,,DISC,BASE_GAME
,"Heavy Rain - Move Edition (Europe) (En,Sv,No,Da,Fi,Pl,Ru)",,,,,,DISC,BASE_GAME
,"Dead Rising 2 (Korea) (En,Ja,Fr,Es,It,Ko)",,,,,,DISC,BASE_GAME
,"MAG (Korea) (En,Ja,Fr,De,Es,It,Pt,Ko,Pl,Ru)",,,,,,DISC,BASE_GAME
,"Grand Theft Auto IV (Korea) (En,Fr,De,Es,It)",,,,,,DISC,BASE_GAME
,MotorStorm II (Asia),,,,,,DISC,BASE_GAME
,"SingStar Frozen - O Reino do Gelo (Portugal) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da,Fi,Pl,Ru,Tr)",,,,,,DISC,BASE_GAME
,"King of Fighters XIII, The (Japan)",,,,,,DISC,BASE_GAME
,"PES 2016 - Pro Evolution Soccer (Europe) (En,Fr,De,Es,It,Nl,Pt,Sv,Ru,El,Tr)",,,,,,DISC,BASE_GAME
,"Lucha Libre AAA - Heroes del Ring (USA) (En,Es)",,,,,,DISC,BASE_GAME
,MotorStorm 3 - Apocalypse (Asia),,,,,,DISC,BASE_GAME
,MotorStorm II (Japan),,,,,,DISC,BASE_GAME
,Downtown Nekketsu Koushinkyoku - Soreyuke Daiundoukai - All Star Special (Japan),,,,,,DISC,BASE_GAME
